"encounter_seconds","latitude",-0.0011555815097381967,0.7656842565249473,66513
"encounter_seconds","longitude",0.0016128265064996646,0.6774476828223266,66513
"encounter_seconds","days_since_sightings",0.0031019126272826933,0.4237190637535737,66513
"encounter_seconds","days_since_documented",-0.001299354151833734,0.7375467834790299,66513
"encounter_seconds","shape_category",-0.004133062537454273,0.2864588570585751,66513
"latitude","longitude",-0.0987432245013508,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009564985966550085,66513
"latitude","days_since_sightings",0.02005610540162951,0.00000023037321561503177,66513
"latitude","days_since_documented",0.025165669478290808,0.00000000008512235361024523,66513
"latitude","shape_category",-0.009159648384468436,0.018160739521014855,66513
"longitude","days_since_sightings",-0.000824051758782033,0.8316989359669145,66513
"longitude","days_since_documented",-0.07514723640976717,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000066137910405451665,66513
"longitude","shape_category",0.0047614928075009584,0.21944817442849818,66513
"days_since_sightings","days_since_documented",0.5286488335700171,0,66513
"days_since_sightings","shape_category",0.016745364510385753,0.000015678379007733056,66513
"days_since_documented","shape_category",0.05132426684563702,0,66513
